Total_Men_jewellaries,Total_Women_jewellaries,Necklaces_and_Pendants_for_Men,Necklaces_and_Pendants_for_Women,Men_earrings,Women_earrings,Men_rings,Women_rings
259,792,49,112,1,71,127,192
