Total_Men_jewellaries,Total_no_of_Women_Jewellery,Total_no_of_Men_Bracelets,Women_Bracelets,Total_Rings_for_men,Women_Rings,Necklaces_and_Pendants_for_Men,Necklaces_and_Pendants_for_Women,Men_Earrings,Women_Earrings,Women_Brooches
22,"1,435",58,388,115,348,22,416,8 ,6 ,12 
